script_name,model_type,download_method,civitai_model_id,civitai_version_id,huggingface_model_id,direct_url,output_directory,helper_library,filename,param1,param2,param3,tags
Stable-diffusion/NoobV_Unique/PVCStyleModelMovableV_v10.sh,Stable-diffusion,civitai_download,338712,1223484,,,Stable-diffusion/NoobV_Unique,civitai_download.sh,PVCStyleModelMovableV_v10.safetensors,338712,1223484,,standard
Stable-diffusion/RouWeiE/CalicoCatTower_v20.sh,Stable-diffusion,civitai_download,1294336,1860525,,,Stable-diffusion/RouWeiE,civitai_download.sh,CalicoCatTower_v20.safetensors,1294336,1860525,,
Stable-diffusion/RouWeiE/RouWeiE_v08.sh,Stable-diffusion,civitai_download,950531,1832460,,,Stable-diffusion/RouWeiE,civitai_download.sh,RouWei_v08.safetensors,950531,1832460,,
Stable-diffusion/RowWeiV/RouWeiV_v08.sh,Stable-diffusion,civitai_download,950531,1882934,,,Stable-diffusion/RouWeiV,civitai_download.sh,RouWeiV_v08.safetensors,950531,1882934,,
VAE/Sdxl/AaaAnime_v15.sh,VAE,civitai_download,888145,1042046,,,VAE/Sdxl,civitai_download.sh,AaaAnime_v15.safetensors,888145,1042046,,standard
VAE/Sdxl/XlVaeC_f2.sh,VAE,civitai_download,152040,719135,,,VAE/Sdxl,civitai_download.sh,XlVaeC_f2.safetensors,152040,719135,,standard
VAE/Sdxl/sdxl_vae.sh,VAE,huggingface_download,,,madebyollin/sdxl-vae-fp16-fix,,VAE/Sdxl,huggingface_download.sh,sdxl_vae.safetensors,madebyollin/sdxl-vae-fp16-fix,,,standard
VAE/Sdxl/songVae_v10.sh,VAE,huggingface_download,,,yyy1026/songMix,,VAE/Sdxl,huggingface_download.sh,songVae_v10.safetensors,yyy1026/songMix,VAE_songVAE_v1.safetensors,,standard
adetailer/bbox/Eyeful_v2-Paired.sh,adetailer,civitai_download_unzip,178518,582143,,,adetailer/bbox,civitai_download_unzip.sh,Eyeful_v2-Paired.pt,178518,582143,,
adetailer/bbox/Eyes.sh,adetailer,civitai_download_unzip,150925,168820,,,adetailer/bbox,civitai_download_unzip.sh,Eyes.pt,150925,168820,,
adetailer/bbox/face_yolov9c.sh,adetailer,huggingface_download,,,Bingsu/adetailer,,adetailer/bbox,huggingface_download.sh,face_yolov9c.pt,Bingsu/adetailer,,,minimum;standard
adetailer/bbox/female-breast-v4.7.sh,adetailer,civitai_download_unzip,138918,688769,,,adetailer/bbox,civitai_download_unzip.sh,female-breast-v4.7.pt,138918,688769,,
adetailer/bbox/foot_yolov8x_v2.sh,adetailer,huggingface_download,,,MonetEinsley/ADetailer_CM,,adetailer/bbox,huggingface_download.sh,foot_yolov8x_v2.pt,MonetEinsley/ADetailer_CM,,,minimum;standard
adetailer/bbox/hand_yolov9c.sh,adetailer,huggingface_download,,,Bingsu/adetailer,,adetailer/bbox,huggingface_download.sh,hand_yolov9c.pt,Bingsu/adetailer,,,minimum;standard
adetailer/bbox/lips_v1.sh,adetailer,civitai_download_unzip,142240,157700,,,adetailer/bbox,civitai_download_unzip.sh,lips_v1.pt,142240,157700,,
adetailer/bbox/nipples_yolov8s.sh,adetailer,civitai_download_unzip,490259,545161,,,adetailer/bbox,civitai_download_unzip.sh,nipples_yolov8s.pt,490259,545161,,
adetailer/bbox/penis.sh,adetailer,civitai_download_unzip,247561,279310,,,adetailer/bbox,civitai_download_unzip.sh,penis.pt,247561,279310,,
adetailer/bbox/penisV2.sh,adetailer,civitai_download_unzip,132388,149639,,,adetailer/bbox,civitai_download_unzip.sh,penisV2.pt,132388,149639,,
adetailer/bbox/pussyV2.sh,adetailer,civitai_download_unzip,132388,149617,,,adetailer/bbox,civitai_download_unzip.sh,pussyV2.pt,132388,149617,,
adetailer/bbox/pussy_best_v3.sh,adetailer,civitai_download_unzip,150234,167907,,,adetailer/bbox,civitai_download_unzip.sh,pussy_best_v3.pt,150234,167907,,
adetailer/bbox/vagina-v4.1.sh,adetailer,civitai_download_unzip,150872,484684,,,adetailer/bbox,civitai_download_unzip.sh,vagina-v4.1.pt,150872,484684,,
adetailer/segm/99coins_anime_girl_face_m_seg.sh,adetailer,civitai_download_unzip,1076050,1207975,,,adetailer/segm,civitai_download_unzip.sh,99coins_anime_girl_face_m_seg.pt,1076050,1207975,,
adetailer/segm/AnimeNsfw_v40.sh,adetailer,civitai_download_unzip,1313556,1863248,,,adetailer/segm,civitai_download_unzip.sh,ntd11_anime_nsfw_segm_v4_all.pt,1313556,1863248,,
adetailer/segm/AnzhcBreasts-v1-1024-seg.sh,adetailer,huggingface_download,,,Anzhc/Anzhcs_YOLOs,,adetailer/segm,huggingface_download.sh,AnzhcBreasts-v1-1024-seg.pt,Anzhc/Anzhcs_YOLOs,Anzhc Breasts Seg v1 1024m.pt,,minimum;standard
adetailer/segm/AnzhcEyes-seg.sh,adetailer,huggingface_download,,,Anzhc/Anzhcs_YOLOs,,adetailer/segm,huggingface_download.sh,AnzhcEyes-seg.pt,Anzhc/Anzhcs_YOLOs,Anzhc Eyes -seg-hd.pt,,minimum;standard
adetailer/segm/AnzhcFace-v2-1024-seg.sh,adetailer,huggingface_download,,,Anzhc/Anzhcs_YOLOs,,adetailer/segm,huggingface_download.sh,AnzhcFace-v2-1024-seg.pt,Anzhc/Anzhcs_YOLOs,Anzhc Face seg 1024 v2 y8n.pt,,minimum;standard
adetailer/segm/AnzhcFace-v2-640-seg.sh,adetailer,huggingface_download,,,Anzhc/Anzhcs_YOLOs,,adetailer/segm,huggingface_download.sh,AnzhcFace-v2-640-seg.pt,Anzhc/Anzhcs_YOLOs,Anzhc Face seg 640 v2 y8n.pt,,minimum;standard
adetailer/segm/AnzhcFace-v2-768MS-seg.sh,adetailer,huggingface_download,,,Anzhc/Anzhcs_YOLOs,,adetailer/segm,huggingface_download.sh,AnzhcFace-v2-768MS-seg.pt,Anzhc/Anzhcs_YOLOs,Anzhc Face seg 768MS v2 y8n.pt,,minimum;standard
adetailer/segm/AnzhcHead-seg.sh,adetailer,huggingface_download,,,Anzhc/Anzhcs_YOLOs,,adetailer/segm,huggingface_download.sh,AnzhcHead-seg.pt,Anzhc/Anzhcs_YOLOs,Anzhc HeadHair seg y8n.pt,,minimum;standard
adetailer/segm/AnzhcHeadHair-seg.sh,adetailer,huggingface_download,,,Anzhc/Anzhcs_YOLOs,,adetailer/segm,huggingface_download.sh,AnzhcHeadHair-seg.pt,Anzhc/Anzhcs_YOLOs,Anzhc HeadHair seg y8m.pt,,minimum;standard
adetailer/segm/PitEyeDetailer-v2-seg.sh,adetailer,civitai_download_unzip,334668,465360,,,adetailer/segm,civitai_download_unzip.sh,PitEyeDetailer-v2-seg.pt,334668,465360,,
adetailer/segm/PitHandDetailer-v1b-seg.sh,adetailer,huggingface_download,,,SDExplains/Adetailer,,adetailer/segm,huggingface_download.sh,PitHandDetailer-v1b-seg.pt,SDExplains/Adetailer,,,minimum;standard
adetailer/segm/breasts_seg.sh,adetailer,civitai_download_unzip,158108,177662,,,adetailer/segm,civitai_download_unzip.sh,breasts_seg.pt,158108,177662,,
adetailer/segm/nipples_yolov8s-seg.sh,adetailer,civitai_download_unzip,490259,863091,,,adetailer/segm,civitai_download_unzip.sh,nipples_yolov8s-seg.pt,490259,863091,,
adetailer/segm/panties_seg_v3a.sh,adetailer,civitai_download_unzip,988420,1604151,,,adetailer/segm,civitai_download_unzip.sh,panties_seg_v3a.pt,988420,1604151,,
wildcards/AdvancedWildcards.sh,wildcards,civitai_download_unzip,70930,75621,,,wildcards/Advanced,civitai_download_unzip.sh,50s-locations.txt,70930,75621,,
wildcards/AdvancedWildcards.sh,wildcards,civitai_download_unzip,91214,97211,,,wildcards/Advanced,civitai_download_unzip.sh,female-artisans.txt,91214,97211,,
wildcards/AdvancedWildcards.sh,wildcards,civitai_download_unzip,75246,79987,,,wildcards/Advanced,civitai_download_unzip.sh,female-guerilla-fighters.txt,75246,79987,,
wildcards/AdvancedWildcards.sh,wildcards,civitai_download_unzip,76968,81762,,,wildcards/Advanced,civitai_download_unzip.sh,maid-dresses-locations.txt,76968,81762,,
wildcards/AdvancedWildcards.sh,wildcards,civitai_download_unzip,70264,74962,,,wildcards/Advanced,civitai_download_unzip.sh,post-apocalyptic-locations.txt,70264,74962,,
wildcards/AdvancedWildcards.sh,wildcards,civitai_download_unzip,70905,75600,,,wildcards/Advanced,civitai_download_unzip.sh,science-fiction-locations.txt,70905,75600,,
wildcards/AdvancedWildcards.sh,wildcards,civitai_download_unzip,69537,74201,,,wildcards/Advanced,civitai_download_unzip.sh,WWII-locations.txt,69537,74201,,
wildcards/Booru1girl.sh,wildcards,civitai_download_unzip,813103,909241,,,wildcards,civitai_download_unzip.sh,Booru1girl.txt,813103,909241,,
wildcards/ExtremelyBeautiful.sh,wildcards,civitai_download_unzip,78026,82802,,,wildcards/ExtremelyBeautiful,civitai_download_unzip.sh,clothes.txt,78026,82802,,
wildcards/MixedStyle.sh,wildcards,civitai_download_unzip,924258,1034550,,,wildcards,civitai_download_unzip.sh,MixedStyle.txt,924258,1034550,,
wildcards/NsfwPony.sh,wildcards,civitai_download_unzip,438104,505027,,,wildcards,civitai_download_unzip.sh,NsfwPony,438104,505027,,
wildcards/noob_1girl.sh,wildcards,aria_download,,,,https://yyy.wpx.jp/EasyReforge/noob_1girl.txt,wildcards,aria_download.sh,noob_1girl.txt,https://yyy.wpx.jp/EasyReforge/noob_1girl.txt,,,minimum;standard
wildcards/tipo_1girl.sh,wildcards,aria_download,,,,https://yyy.wpx.jp/EasyReforge/tipo_1girl.txt,wildcards,aria_download.sh,tipo_1girl.txt,https://yyy.wpx.jp/EasyReforge/tipo_1girl.txt,,,minimum;standard
wildcards/tipo_location.sh,wildcards,aria_download,,,,https://yyy.wpx.jp/EasyReforge/tipo_location.txt,wildcards,aria_download.sh,tipo_location.txt,https://yyy.wpx.jp/EasyReforge/tipo_location.txt,,,minimum;standard
wildcards/tipo_play.sh,wildcards,aria_download,,,,https://yyy.wpx.jp/EasyReforge/tipo_play.txt,wildcards,aria_download.sh,tipo_play.txt,https://yyy.wpx.jp/EasyReforge/tipo_play.txt,,,minimum;standard
